पाक की आतंकपरस्ती पर अमेरिका कह रहा है आतंक का खेल खत्म करे पाक कह रहा है कटघरे में लाए जाऐंगे जि़म्मेदार।अच्छा…,0
दिल्ली पुलिस की टीम कैंट के बरार स्क्वायर इलाके में पहुंची है जहाँ शैलजा द्विवेदी की हत्या की गई थी। पुलिस निखिल हांडा को भी ह…,0
आप के अयोग्य विधायको को लेकर दिल्ली हाईकोर्ट ने चुनाव आयोग और प्रशांत पटेल से आफिस ऑफ प्रॉफ़िट को लेकर अपना जवा…,1
यंत्र गतिशील अवस्था में है,1
रेल मंत्री सुरेश प्रभु ने की इस्तीफे की पेशकश,0
बनारस में कहां जलती चिता के बीच खेलते है होली,0
रिश्तों पर शुद्ध ब्लैक एंड व्हाइट रंग चढ़ाना जायज नहीं होगा।,2
पिछले मैच में वे बाहर बैठे थे लेकिन फीरोजशाह कोटला मैदान की धीमी पिच पर वे उपयोगी हो सकते हैं।,1
के लिए अदालत या जनता की अदालत देखिए पूरा कार्यक्रम के साथ …,0
फिल्म के टीजर रिलीज के बाद तो यह इंतजार और तेज हो गया है क्योंकि फिल्म का टीजर काफी प्रभावशाली था।,1
रिजर्व बैंक गवर्नर उर्जित पटेल के इस्तीफे के बाद गिरा शेयर बाजार एक्ट्रेस देवोलीना भट्टाचार्य को नहीं मिली राहत देखिए मुंब…,0
चेन्नई और पंजाब में दिलचस्प मुकाबला होने की उम्मीद,1
डी डे ऐसी उलझनों की वजह से साधारण फिल्म रह गई,2
कहीं भी अश्लीलता नज़र नहीं आती यह वाकई तारीफ के काबिल है,1
प्रशासन इस खतरे से बेपरवाह दिख रहा है।,2
भारत पाक में भी दस्तक दे रहा है इस्लामिक स्टेट कश्मीर में दिखे झंडे और बैनर भारत और पाकिस्तान के कुछ हिस्सों,2
टाटा मोटर्स के कार्ल स्लिम ने की खुदकुशी कारोबारी जगत में शोक,2
हम गोरखपुर और फूलपुर में रणनीति के चलते हारे,0
,0
इसके बाद चेन्नई की रन गति धीमी पड़ गई और नियमित अंतराल में विकेट गंवाने से स्थिति और बिगाड़ दी,2
इनके निर्माण पर करोड़ों का धन भी पानी की तरह बहाया लेकिन हालात जस के तस रहे।,2
हालांकि अब कैट इस बात को सरासर अफवाह बता रही हैं।,2
सूक्ष्मदर्शी व्यक्ति बात की गहराई में जाकर उसके कारणों को समझ लेता है,1
इसलिए हृदय रोगी थकान व तनाव महसूस कर सकते हैं जिसके परिणामस्वरूप उनका ब्लडप्रेशर बढ़ सकता है।,2
श्रीलंका ने भी सटीक जवाब देने का प्रयास किया है,1
लीग मेरे दिल के बेहद करीब है और मैं इसे अगले कुछ वर्षों में तेजी से बढते देखना चाहता हूं।,1
कागजों में कर रहे बेदखल जानकार सूत्रों ने बताया कि अधिकारी अतिक्रमण के विरूद्ध कार्रवाई से बच रहे हैं।,2
कल्याण बोर्ड मजदूरों के कल्याण के लिए कार्य कर रहा है मगर इनके पंजीकरण को प्राथमिकता नहीं दी जा रही हैं।,2
कांग्रेस के उपवास में छोले भटूरे का ज़ायका देखिए के साथ …,0
वे राम के अनन्य भक्त हैं,1
क्षेत्र के अति संवेदनशील मतदान केंद्र में सुबह छह बजे पैरामिल्ट्री फोर्स सुरक्षा में जवान तैनात थे।,2
दूसरे सर्जिकल स्ट्राइक की हुंकार से डरा करने लगा ये सब तैयारी ूसरे की…,0
हम एक चीज की गारंटी दे सकते हैं कि जब भी वे यहां आएंगे उनका जोरदार स्वागत किया जाएगा।,1
टेलीविजन रियलिटी शो स्प्लिट्सविला का सातवां संस्करण एक दिलचस्प मोड़ लेने जा रहा है।,1
उसका संबंधी न तो आइसीसी के किसी पद पर काबिज हो सकता है और न ही आइसीसी बैठक में भाग ले सकता है।,2
इस मंदिर पर पाक ने गिराए थे बम मां के आशीर्वाद से एक भी न फटा इस मंदिर पर पाक ने गिराए थे बम मां के…,1
विपिन शर्मा लाचार चाचा के रूप में अपनी भावमुद्राओं से आकर्षित करते हैं,1
यहां मेडिकल के लिए डॉक्टरों द्वारा की गई लापरवाही पर समाजजन ने सीएमओ के खिलाफ जमकर आक्रोश दिखाया और नारे भी लगाए।,2
बेटा कितना भी नालायाक बतमीज़ क्यो न हो जाये पर जब भी मुसीबत में रेहता तो बाप ही काम आता है आज हमारे सैनीको ने ये प्रूव भी कर दिया है,1
देखिए अपनी ही बातों से कैसे मुकर गए मुशर्रफ लाइव,0
हिंदुस्तान का मुसलमान जिन्ना से कोई मुहब्बत नहीं रखता देखिए,0
इस साल की शुरुआत में ही उन पर अवैध रूप से मादक पदार्थ खरीदने के आरोपों के चलते निकाल दिया गया।,2
दूसरे छोर से विकेट का पतन जारी रहा।,2
“virendr पाकिस्तानी घुसपैठ करना चाहते थे … जन्नत में … हमने जन्नत … के वाशिंदों को ही भेज दिया उनके … जहन्नुम में।”,2
ठंड से बचने के लिए जलाई अंगीठी दम घुटने से की मौत,0
इमरान खान एक वीडियो में कट बाइस पाक आर्मी आका और हैं इनके काका क्या इमरान खान के संदेश वाले वीडियो को पा…,0
खौफ हैवानियत दरिंदगी यहां की फिजाओं में समाज का सबसे शर्मनाक प्रदूषण बनकर घुलने लगा है।,2
मुंबई ने मेरे व्यक्तित्व में सुधार किया है।,1
मामूली विवाद में आरोपी को हवालात में ठूंसने वाली पुलिस ने हत्यारोपी को सिर्फ कागजों में ही हवालात में दर्शाया।,2
क्यारा के अवसाद द्वंद्व और महात्वाकांक्षा को उन्होंने दृश्यों के मुताबिक असरदार तरीके से पेश किया है,1
लोकल में क्या आपके बच्चे अकेले सफर करते हैं तो जरूर देखे ये वीडियो मुंबई ठाणे और आसपास के लोगों के लिए लोकल…,0
एक नहीं दो नहीं पल्टू पलटन की पूरी फ़ौज है भारतीय राजनीति में आईए इन्हें इन्हीं का कहा याद दिलाएँ क…,0
जनपद शामली में मंगलवार की रात मुठभेड़ में घायल हुए यूपी पुलिस के सिपाही अंकित की नोएडा के फोर्टिस अस्पताल में…,2
दिल फाड़कर रोया वो बंदा मैंने तो बस ये पूछा था भाभी ख्याल रखती हैं,2
इसके साथ ही लंबे समय से इंतजार कर रहे स्ववित्त पोषित कॉलेजों के शिक्षकों को भी खुशखबरी मिलने की उम्मीद है।,1
ताप विद्युत से काफी हद तक आवश्यकता की पूर्ति होती,1
हमारे दृष्टिकोण से आपका यह काम अनुचित है,2
सूरत में लगे के पोस्टर लिखा गया आम आदमी के डर से आनंदीबेन घर पर,1
रॉनी बने ध्रुव बाली अभिनय में कच्चे लगे,2
उनके सहकर्मी कहते हैं कि उनके लिए यह बेहद अहम है कि उन्हें एक सम्माननीय व्यक्ति के तौर पर याद रखा जाए।,1
विदेशी लोग भारतीय शिष्टाचार से बहुत प्रभावित होते हैं,1
वो सिर्फ खुद को खिलाड़ी मानते हैं बाकी सब उनके लिए अनाड़ी है,2
लखनऊ आए और पान ना खाए तो क्या खाए,0
जवाब दो मित्रोगो हत्या को जायज ठहरता कोलकता की टीपू सुल्तान मस्जिद के मोलाना रहमानी का यह बयान,2
यही वजह है कि ये कंपनियां ऐसे विवाद से बचना चाहती हैं।,2
गृह मंत्री कर रहे हैं बैठक।बैठक में गृह राज्य मंत्री किरन रिजिजु चौधरी वीरेंदर सिंह मनोहर पर्रिकर अरुण जेटली मौजूद।जाट आंदोलन,0
अब एंकर यानि मैं नहीं आप पूछेंगे मुझसे सवाल केजरीवाल की माफ़ी या मोदी के ख़िलाफ़ अविश्वास प्रस्ताव किसी भी मुद्…,0
इससे पहले वे शून्य की हैट्रिक बना चुके हैं और अब चार पारियों में उन्होंने अभी तक केवल एक रन बनाया है।,2
हिन्दू आतंक के दाग धुलेंगे इस मुद्दे पर सीधे जुड़िए के साथ लाइव चैट में चैट से जुड़ने के लिए…,0
फैंस के सिर चढ़कर बोला लियोनी का जादू,0
जिस पाकिस्तान को अपना बाप मानते हो इस आफत के वक्त में कहाँ मर गया तुम्हारा बाप,2
क्या गीता पढ़ने वाली मुस्लिम बच्ची से डर गए मौलाना पूरा कार्यक्रम देखें के साथ …,0
तुम मुझ से मिलो तो अपने दायरे में रहना मेरे दायरे में क्या है मजबूरियां बहुत है,2
एक कुशल राजनीतिज्ञ की तरह उन्होंने क्षेत्र की दुखती रंग पर हाथ रखा।,1
गुजरात के जिग्नेश मेवाणी की हुंकार रैली को दिल्ली पुलिस ने परमिशन देने से इंकार किया है वहीं दूसरी तरफ एक पक्ष…,0
क्या नीच बयान बदलेगा गुजरात का पासा देखिये पूरा कार्यक्रम के साथ …,0
सज्जन व्यक्ति हर हालत में दूसरों का भला करते हैं,1
सच्चाई को अपनाना आसान नहीं दुनिया भर से झगड़ा करना पड़ता है,2
भारतीय टीम एक बेहद ही कठिन दौरे के लिए इंग्लैंड गई थी।,2
अतुल अंजान ये सब बहस तो होती रहेगी लेकिन चिंता की बात है कि हमारी अर्थव्यवस्था का क्या होगा एक डॉलर रुपये…,0
ध्यान करने से आप भाग्यशाली बन जाते हैं,1
बुराड़ी कांड में अब सामने आ रहा है ललित का से पीड़ित होना। आखिर क्या है,1
उच्च शिक्षा की गुणवत्ता में सुधार के लिए वर्ल्ड बैंक की टीम ने मंगलवार को बरकतउल्ला विश्वविद्यालय का दौरा किया।,1
राजनीति में भाषा की मर्यादा का पालन सबको करना चाहिए मृत्युंजय तिवारी आरजेडी प्रवक्ता लाइव के साथ —,0
इस वर्ष मानसूनी वर्षा बाढ़ और भूस्खलन से अब तक राज्यों में से ज्यादा लोगों की जान चली गई है इसमें सबसे ज्या…,0
तो अब विकास लाना है तो कांग्रेस को मौका दे और अपने राज्य को विकास का मॉडल बनाए और अपने प्रदेश को खुशहाल बनाए,0
शायरा के अवतार में वाणी की नृत्य क्षमता का भरपूर इस्तेमाल हुआ है,1
फिर प्रदर्शनकारियों को हटाने के लिए पुलिस ने हलका बल प्रयोग किया।,2
मां ने मार डाला अपने ही छह बच्चों को,2
दिल्ली के गोल डाक खाना इलाके के एक सरकारी स्कूल के अंदर बच्ची से बलात्कार स्कूल में ही काम करने वाले इलेक्ट्रीशियन को पुलिस ने…,0
रोबोट बुजुर्गों को न केवल चाय का कप पकड़ाने बल्कि वह कहां से ज्यादा गर्म है और उसे कहां से पकडऩा है को समझने में भी पारंगत होंगे।,1
धोनी वही लौंडा है जो कोई भी लड़ाई होती है तो कह देता है मैं हूँ ना और फिर सब को पिटवा देता है।,2
एक्शन दृश्यों में उनकी तल्लीनता दिखती है,1
दरअसल शाहबेरी गांव में जो बिल्डिंग गिरी है वो कमजोर थी यानि वहां पानी भरा हुआ था दूसरे में बिल्डिंग मटेरियल खराब था और तीसरा…,0
प्रणब मुखर्जी के संघ मुख्यालय जाने से क्या बीजेपी को चुनावी लाभ होगा मनीष तिवारी बता रहे हैं कि संघ से उनका कोई बैर…,0
डरना किसे है डर कौन रहा है कि दादा क्या बोल देंगे संघ की सभा में महाबहस बजे,0
किसान या तो सामूहिक आत्महत्या करने या खेती छोडऩे को मजबूर होंगे।,2
बकाया गन्ना भुगतान को लेकर किसानों ने मलकपुर चीनी मिल के विरुद्ध मोर्चा खोल दिया है।,1
मैन आफ द मैच स्मिथ ने कोटला में ऐसी जबरदस्त बल्लेबाजी की जिसे दिल्ली वाले लंबे समय तक याद रखेंगे।,1
बाजार में नये नये उत्पाद आने के कारण प्रत्येक वस्तु का भाव मंदा हो गया है,2
अर्बन नक्सलियों के खिलाफ मुहिम छेड़ने वाला मुंबई तक पर,0
हा हा वाह लेकिन शायरी दिल से की जाती है गणित और विज्ञान से नहीं ख्यालों में लॉजिक नहीं चलते दोस्त,1
उन्होंने कहा कि सही दवा लिखने की दिशा में पहला कदम बीमारी की वजह पकड़ना है।,1
मुसलमानों की पढ़ाई में रोड़े अटका रही है मोदी सरकार,0
,2
के जांबाज क्रीक क्रोकोडाइल कमांडो,0
जिन कंपनियों को कोई राजनीतिक समूह या नेता प्रश्रय देते हैं वे दूसरों के लिए अछूत हो जाती हैं।,2
परिजनों की तहरीर पर पुलिस ने चार नामजद आरोपियों के खिलाफ हत्या का मामला दर्ज किया।,2
सबसे बड़ी अदालत में भारत की जीत पाकिस्तान को पटखनी अन्य वीडियो देखें,0
गुलाम नबी के बयान का लश्कर ने किया समर्थन इस मुद्दे पर आपस में भिड़े में और,0
उन्होंनेे कहा कि ऐसा नहीं है कि बसपा ने इस मुद्दे को कई बार जोरशोर से भी उठाया लेकिन सभी प्रयास व्यर्थ गये।,2
अगर आज लोकसभा चुनाव हुए तो आपको क्या लगता है कौन जीतेगा देखिए सर्वे आजतक और इंडिया टुडे पर,0
के लखीमपुर खीरी में कार की डिग्गी से निकली गाएँ फ़रार हो गए तस्कर,2
कुसमय भोजन स्वास्थ्य के लिए हानिप्रद है,2
दोनों ने बहुत ही गुपचुप तरीके से शादी की।,2
जो तुम भी मुझसे करते प्यार,0
आरोपी मोहम्मद आलम और जहांगीर खान पीड़ित लड़की के पड़ोस मे ही रहते है। लड़की के भाई की हालत अभी भी गंभीर बनी हुयी है। …,0
शिक्षित व्यक्ति ही राष्ट्र के कर्णधार होते हैं,1
क्या राष्ट्रगान और राष्ट्रगीत नही कहने वालों को ये कहना सही है कि वो पाकिस्तान चले जाए सुनिए इस पर क्या बोले,0
अटारी बॉर्डर पर सबसे बेहतरीन कवरेज आपके द्वारा पूरा दिन देख रहा हूँ,1
मैं आपकी बात मानता हूँ,1
वह उम्मीद भरे स्वर में कहते हैं कि हो सकता है कि इस दिशा में किया गया हमारा यह छोटा सा प्रयास बड़े आंदोलन का रूप ले ले।,1
दिल्ली के बवाना में एक महिला की लाश मिलने से सनसनी फैल गई,0
उद्दाम प्रेमी के रूप में वे निखर नहीं पाते,2
घायल अवस्था में पुलिस व्यापारी को अस्पताल ले गई जहां बाद में उनकी मौत हो गई।,2
सुपर किंग्स टूर्नामेंट की भले ही सबसे मजबूत टीम हो लेकिन वह अब तक सीजन सात में पंजाब से जीत नहीं सकी है।,2
यदि यह बात उसकी जिंदगी से निकाल दी जाए तो वह नीरस हो जाएगा खत्म हो जाएगा।,2
नहीं भाई में तो जोबलेस जर्क हूँ में कहाँ से लाऊंगा पैसे दान करने को,2
के नोटिस के बाद क्यों को लगा शॉक ने क्यों भेजा,1
बोले हमारा संघर्ष गुजरात में जारी रहेगा,0
आज तक ने देश के सियासी मिजाज को समझने के लिए एक बड़ा सर्वे किया सर्वे के मुताबिक अगर आज चुनाव होते हैं तो,0
सुब्रत रॉय सपने बेचने में माहिर थे उन्होंने अपने लक्ष्य में रेहड़ी पटरी और पान के दुकानदारों को टारगेट किया।,1
दिखा न सका जो उम्र भर तमाम किताबे मुझे करीब से कुछ चेहरे पढ़े और न जाने कितने सबक सीख लिए,0
उन्होंने फरहान और शाहिद की बढ़िया ऐंकरिंग की तारीफ भी की,1
चंद अच्छी पंक्ति,1
मुंबई पुणे हाइवे दो घंटे तक रहेगा बंद पुणे जाने वाले यात्री शेडुंग टोलनाका से खालापुर टोलनाका तक पुराने हाइवे का कर सकते…,0
पुलिस ने ट्रेन हादसे के तुरंत बाद जो राहतऔर बचाव का काम किया बहुत ही सराहनीय तुरंत संसाधन मुहैया कराकर कई लोगो की जान बचाई।,0
आपका दिमाग़ सन्न कर देगा ये वीडियो,2
ससुर ने किया बलात्कार इस्लामिक क़ानून अब बीवी को माँ मानो,2
न्यूज तक की टीम और टीम लीडर अंजना ओम कश्यप को बहुत बहुत बधाई।,0
आग पर काबू पाया अन्यथा गेहूं की फसल आग की भेंट चढ़ जाती।,2
चीन में इंसानों में फैला बर्ड फ्लू भारत हो जाये सावधान,2
मजबूर होकर कर्मचारियों को हड़ताल पर जाना पड़ा।,2
विजेता राजा ने पराजित राजा को बंदी बना लिया,2
निर्माता उस अभिनेता की खोज में हैं जो इस किरदार में सटीक बैठे।,1
रुपये की विनिमय दर के बारे में वित्त मंत्री ने कहा कि प्रति डॉलर रुपये का भाव भारतीय मुद्रा की सही कीमत है।,1
मतलब आज मॉर्निंग शिफ्ट है,1
यह फिल्म भारतीय समाज में महिलाओं के एक अलग आयाम से परिचित कराती है,1
गीता एक अनुशीलनीय ग्रंथ है,1
भारत की ओर से जहां एक तरफ रोहिंग्या को म्यांमार भेजने का सिलसिला जारी है वहीं खुफिया एजेंसियों की रिपोर्ट के मुताबिक रोहिंग्या…,0
उस पर इसी अवधि में रकम चुकाने अन्यथा डील और बयाना गंवाने का दबाव होता है।,2
कोई हुर्रियत वाला आया कोई जमुरियत वाला आया जिसे रोज पत्थर मारते थे उस भारतीय सेना का जवान आया,2
हर वो सवाल जो पूछा जाना जरूरी था हर वो जवाब जिसका जानना जरूरी था …,1
हवाओं का रुख देश में किधर है सुनिए उन्होंने साहित्य आजतक के मंच पर क्या कहा लाइव कवरेज,0
रन रोकने में जरूर सुपर किंग्स के गेंदबाज उतने सफल नहीं हो सके हैं,2
कुमार विक्रांत सपा कांग्रेस का नया नारा अपने लड़के बनाम बाहरी मोदी,1
भूस्खलन में की मौत लापता,2
पौधे जिनके पुष्प भड़कीले और पत्तियाँ सुगंधपूर्ण होती है,1
सीट के स्तर तक पहुंचना भी दुरुह कार्य प्रतीत हो रहा है,2
यूपीए का पूरा कार्यकाल दागदार,2
आईएसआई भारत पर जैसा हमला करने के लिए जैश के आतंकियों को दिलवा रहा है समुद्री रास्ते की ट्रेनिंग …,0
मोदी से भी ज़्यादा राहुल पर क्यों कर रहे हैं वार थर्ड डिग्री में तीखे सवालों पर औवैसी का आक्रमक जवाब …,0
नैशनल हेराल्ड या नेशनल हेराफेरी,0
मेहता ने कहा मुझे एक परिपक्व और वरिष्ठ अभिनेता की जरूरत थी।,1
मैं जी भर जिया मैं मन से मरूँ,0
नवीनता और मौलिकता की कमी से यह एडल्ट कॉमेडी ढंग से गुदगुदा भी नहीं पाती,2
इस किरदार को निभाने वाला बिलकुल सही कलाकार मिला है।,1
पर्यावरण संरक्षण का संदेश देते हुए फूल पत्तियों से कृतियों को सुंदर रूप दे रहे हैं।,1
इस बात पर लक्ष्मीनगर की महिलाओं ने शराब भट्टी की दुकान के आगे धरना देना शुरू कर दिया।,2
मुझे और भी अच्छा करने के लिए प्रेरित करता है,1
उन्हें धरना देना पड़ा।,2
कंपनी ने बताया कि नया स्कूटर अधिक शक्तिशाली एवं शीघ्र ही त्वरित गति पकड़ने में सक्षम है।,1
दूसरे समुदाय के लोग भी हक जमाने आ जाते हैं और फिर सामने आता है सामाजिक अंतर्विरोध।,2
लोग निर्वाचित प्रतिनिधि को बधाई दे रहे हैं,1
पकौड़ा तलेंगे तो दंगा नहीं करेंगे किसने कहा पकौड़ा बहाना बहुसंख्यक निशाना सियासत की प्लेट पर दंगा पकौड़ा …,0
दिल्ली में अगस्त की ड्रेस रिहर्सल चल रही है इसको लेकर तमाम जगह पर ट्रैफिक जाम की स्थिति पैदा हो गई है हमारे संवाददा…,0
सरकार द्वारा स्वीकृत परियोजना जल्द ही शुरू होने वाली है,1
मंत्री के घर के बाहर कूड़ा ही कूड़ा,0
इंतजार कीजिए अभी और सस्ता होगा सोना,1
ऐसे मतदाता पर जिसने कांग्रेस को वोट दिया धिक्कार है ऐसे संविधान निर्माता पर जिसने अभिनेता और नेता के लिये न्याय और जनता के लिये कानून बनाया,2
बोल में देखिए आज क्या राम मंदिर मुद्दे को बोजेपी ने भुला दिया है के साथ,0
श्याम एक महत्वाकांक्षी व्यक्ति है,1
रायपुर में की विशेष ट्रेन में विस्फोट जवान घायल की हालत गंभीर,0
सीनियर आईएएस अवनीश कुमार अवस्थी ने मुख्यमंत्री योगी आदित्यनाथ के प्रमुख सचिव के रूप में कार्यभार संभाल लिया है,0
किसी अनहोनी की आशंका से करीब आधे घंटे तक क्षेत्र के लोग भयभीत होते रहे।,2
टीचर्स का कहना था कि वह डीपीआई से सटीक चाहते थे कि उनकी मांग कब तक पूरी होगी।,1
भय्यूजी महाराज हुए विश्वासघात का शिकार नशीली दवाएं देता था नौकर हनीट्रैप में फंसाया पूरा वीडियो देखने के लिए…,0
दिल्ली में अचानक बदले मौसम ने दी गर्मी से राहत कई जगह हल्की बारिश की खबर देखिए आजतक संवाददाता दिल्ली के रोहिणी से…,0
मेरी व्यक्गित जिंदगी सहज हो गई है।,1
हा आखिरी कोच के केबिन में शॉर्ट सर्किट से आवाज हुई जिससे यात्री घबरा गए और भगदड़ मची।,2
प्रधानमंत्री पहुंचे बीएचयू गेट लाइव,0
दाती से क्राइम ब्रांच ने पूछे ये दस सवाल बाबा बोला सब साजिश है,0
शहर में हो रही घटनाओं को लेकर व्यापारियों में खासा आक्रोश है।,2
बढ़ती गरमी ने असर दिखाना शुरू कर दिया है।,2
मगर मधुर इसे एक इंफोटेनमेंट बनाने में कामयाब हुए हैं जिसमें इन्फॉर्मेशन भी है और इंटरटेनमेंट भी,1
उन्हें भारतीय क्रिकेट के अहित की तनिक भी चिंता नहीं है।,2
राम एक सभ्य व्यक्ति है,1
लखनऊ देश में लगभग तीन करोड़ लोग दमा के रोगी हैं।,2
सिंचाई के लिए पानी नहीं मिलने के कारण किसान ने की आत्महत्या आत्महत्या के पहले लिखी दो चिट्ठी चिट्ठी में लि…,0
हर हर महादेव,0
घूस कांड की छो़ड़िए पवन बंसल को तो ट्रेन में मिलने वाली रुपए की डिप वाली घटिया चाय के लिए ही इस्तीफा दे देना चाहिए,2
